RandomState,Accuracy Training,Accuracy Validation
1,81.48148148148148,79.6875
2,82.4074074074074,79.296875
3,75.0,78.90625
4,84.25925925925925,81.25
5,86.11111111111111,81.25
6,87.03703703703704,83.203125
7,79.62962962962963,78.125
8,79.62962962962963,81.640625
9,84.25925925925925,81.640625
10,85.18518518518519,81.640625
11,82.4074074074074,81.25
12,74.07407407407408,76.953125
13,75.0,79.6875
14,86.11111111111111,80.078125
15,75.92592592592592,81.25
16,75.92592592592592,79.6875
17,75.92592592592592,81.640625
18,80.55555555555556,80.078125
19,76.85185185185185,78.90625
20,87.96296296296296,80.859375
21,76.85185185185185,79.6875
22,79.62962962962963,80.078125
23,86.11111111111111,82.421875
24,82.4074074074074,80.078125
25,78.70370370370371,82.421875
26,80.55555555555556,82.421875
27,75.0,79.296875
28,79.62962962962963,82.03125
29,75.92592592592592,78.90625
30,75.0,79.296875
31,82.4074074074074,79.6875
32,86.11111111111111,83.203125
33,81.48148148148148,80.859375
34,86.11111111111111,78.515625
35,80.55555555555556,79.6875
36,80.55555555555556,82.8125
37,79.62962962962963,79.296875
38,85.18518518518519,81.640625
39,82.4074074074074,79.296875
40,81.48148148148148,79.6875
41,86.11111111111111,82.421875
42,79.62962962962963,81.25
43,81.48148148148148,79.6875
44,77.77777777777779,80.46875
45,86.11111111111111,82.03125
46,80.55555555555556,80.46875
47,87.03703703703704,81.25
48,78.70370370370371,79.296875
49,87.96296296296296,81.25
50,73.14814814814815,78.90625
51,81.48148148148148,80.859375
52,84.25925925925925,79.296875
53,83.33333333333334,81.25
54,81.48148148148148,82.03125
55,85.18518518518519,79.6875
56,81.48148148148148,81.25
57,77.77777777777779,78.90625
58,80.55555555555556,79.6875
59,79.62962962962963,81.25
60,86.11111111111111,79.6875
61,80.55555555555556,81.640625
62,84.25925925925925,81.25
63,80.55555555555556,78.515625
64,78.70370370370371,81.640625
65,84.25925925925925,80.859375
66,84.25925925925925,81.640625
67,78.70370370370371,82.8125
68,85.18518518518519,81.25
69,84.25925925925925,79.296875
70,83.33333333333334,80.078125
71,82.4074074074074,82.421875
72,83.33333333333334,79.6875
73,83.33333333333334,80.46875
74,78.70370370370371,78.90625
75,85.18518518518519,82.421875
76,78.70370370370371,78.90625
77,81.48148148148148,82.421875
78,80.55555555555556,82.421875
79,84.25925925925925,78.515625
80,86.11111111111111,82.03125
81,82.4074074074074,82.8125
82,80.55555555555556,80.46875
83,84.25925925925925,79.296875
84,85.18518518518519,83.203125
85,80.55555555555556,82.03125
86,85.18518518518519,81.25
87,75.92592592592592,80.46875
88,82.4074074074074,79.6875
89,85.18518518518519,80.46875
90,79.62962962962963,79.296875
91,83.33333333333334,80.46875
92,82.4074074074074,78.125
93,82.4074074074074,83.203125
94,82.4074074074074,80.46875
95,86.11111111111111,80.078125
96,72.22222222222221,81.640625
97,82.4074074074074,78.90625
98,80.55555555555556,81.640625
99,84.25925925925925,82.03125
100,77.77777777777779,79.296875
