RandomState,Accuracy Training,Accuracy Validation
1,58.333333333333336,65.234375
2,61.111111111111114,63.28125
3,52.77777777777778,64.84375
4,62.03703703703704,64.453125
5,62.96296296296296,66.40625
6,64.81481481481481,65.234375
7,58.333333333333336,62.890625
8,67.5925925925926,64.84375
9,66.66666666666666,66.40625
10,61.111111111111114,62.890625
11,57.407407407407405,63.28125
12,58.333333333333336,66.796875
13,61.111111111111114,66.796875
14,58.333333333333336,63.28125
15,62.96296296296296,66.40625
16,56.481481481481474,65.234375
17,57.407407407407405,65.234375
18,54.629629629629626,64.84375
19,52.77777777777778,62.5
20,62.03703703703704,64.84375
21,52.77777777777778,65.625
22,61.111111111111114,63.671875
23,71.29629629629629,65.234375
24,53.70370370370371,62.890625
25,57.407407407407405,67.578125
26,52.77777777777778,65.234375
27,61.111111111111114,66.40625
28,66.66666666666666,65.234375
29,60.18518518518518,66.40625
30,55.55555555555556,66.40625
31,47.22222222222222,61.328125
32,62.96296296296296,64.0625
33,58.333333333333336,63.28125
34,63.888888888888886,66.40625
35,61.111111111111114,66.40625
36,62.03703703703704,66.40625
37,53.70370370370371,63.671875
38,67.5925925925926,66.796875
39,58.333333333333336,64.0625
40,50.92592592592593,63.671875
41,62.03703703703704,66.015625
42,54.629629629629626,66.015625
43,58.333333333333336,66.015625
44,53.70370370370371,60.9375
45,66.66666666666666,66.015625
46,57.407407407407405,65.234375
47,62.96296296296296,64.0625
48,56.481481481481474,65.625
49,55.55555555555556,65.625
50,55.55555555555556,67.1875
51,50.92592592592593,65.625
52,57.407407407407405,66.015625
53,55.55555555555556,64.84375
54,59.25925925925925,67.1875
55,59.25925925925925,62.890625
56,54.629629629629626,63.28125
57,49.074074074074076,62.890625
58,55.55555555555556,63.671875
59,62.96296296296296,66.40625
60,55.55555555555556,62.890625
61,68.51851851851852,66.40625
62,57.407407407407405,61.71875
63,61.111111111111114,64.453125
64,56.481481481481474,63.671875
65,60.18518518518518,63.28125
66,54.629629629629626,64.84375
67,56.481481481481474,62.109375
68,56.481481481481474,62.5
69,51.85185185185185,62.890625
70,62.96296296296296,63.28125
71,61.111111111111114,64.453125
72,60.18518518518518,66.015625
73,63.888888888888886,64.453125
74,58.333333333333336,66.015625
75,68.51851851851852,66.796875
76,58.333333333333336,62.890625
77,64.81481481481481,64.84375
78,62.03703703703704,66.40625
79,59.25925925925925,64.0625
80,62.96296296296296,62.890625
81,64.81481481481481,66.015625
82,65.74074074074075,64.84375
83,66.66666666666666,66.015625
84,60.18518518518518,63.671875
85,56.481481481481474,65.625
86,66.66666666666666,66.40625
87,62.96296296296296,66.40625
88,59.25925925925925,65.625
89,62.03703703703704,64.84375
90,60.18518518518518,66.015625
91,60.18518518518518,63.671875
92,55.55555555555556,63.28125
93,58.333333333333336,64.0625
94,51.85185185185185,64.84375
95,66.66666666666666,66.015625
96,63.888888888888886,65.625
97,59.25925925925925,65.234375
98,61.111111111111114,66.40625
99,57.407407407407405,63.28125
100,60.18518518518518,62.890625
