;precision;recall;f1-score;support
0;0.9655172413793104;0.7050359712230215;0.814968814968815;278.0
1;0.7537537537537538;0.9728682170542635;0.8494077834179357;258.0
avg / total;0.8635863089028298;0.8339552238805971;0.8315457811252946;536.0
;precision;recall;f1-score;support
0;0.9655172413793104;0.7050359712230215;0.814968814968815;278.0
1;0.7537537537537538;0.9728682170542635;0.8494077834179357;258.0
avg / total;0.8635863089028298;0.8339552238805971;0.8315457811252946;536.0
;precision;recall;f1-score;support
0;0.9660194174757282;0.7158273381294964;0.8223140495867768;278.0
1;0.7606060606060606;0.9728682170542635;0.8537414965986394;258.0
avg / total;0.8671450777884628;0.8395522388059702;0.8374414401260689;536.0
