RandomState,Accuracy Training,Accuracy Validation
1,54.629629629629626,51.865671641791046
2,50.0,51.865671641791046
3,44.44444444444444,51.865671641791046
4,52.77777777777778,51.865671641791046
5,37.96296296296296,48.134328358208954
6,54.629629629629626,51.865671641791046
7,39.81481481481482,48.134328358208954
8,55.55555555555556,51.865671641791046
9,49.074074074074076,51.865671641791046
10,57.407407407407405,51.865671641791046
11,58.333333333333336,51.865671641791046
12,56.481481481481474,51.865671641791046
13,51.85185185185185,51.865671641791046
14,50.92592592592593,51.865671641791046
15,51.85185185185185,51.865671641791046
16,56.481481481481474,51.865671641791046
17,54.629629629629626,51.865671641791046
18,46.2962962962963,51.865671641791046
19,40.74074074074074,51.865671641791046
20,49.074074074074076,51.865671641791046
21,47.22222222222222,51.865671641791046
22,49.074074074074076,51.865671641791046
23,51.85185185185185,51.865671641791046
24,51.85185185185185,51.865671641791046
25,56.481481481481474,51.865671641791046
26,49.074074074074076,51.865671641791046
27,44.44444444444444,51.865671641791046
28,55.55555555555556,51.865671641791046
29,51.85185185185185,51.865671641791046
30,43.51851851851852,51.865671641791046
31,44.44444444444444,51.865671641791046
32,51.85185185185185,51.865671641791046
33,38.88888888888889,48.134328358208954
34,49.074074074074076,51.865671641791046
35,50.92592592592593,51.865671641791046
36,53.70370370370371,51.865671641791046
37,54.629629629629626,51.865671641791046
38,50.0,51.865671641791046
39,53.70370370370371,51.865671641791046
40,50.0,51.865671641791046
41,53.70370370370371,51.865671641791046
42,45.370370370370374,51.865671641791046
43,53.70370370370371,51.865671641791046
44,50.92592592592593,51.865671641791046
45,54.629629629629626,51.865671641791046
46,51.85185185185185,51.865671641791046
47,52.77777777777778,51.865671641791046
48,32.407407407407405,25.55970149253731
49,54.629629629629626,51.865671641791046
50,49.074074074074076,51.865671641791046
51,52.77777777777778,51.865671641791046
52,57.407407407407405,51.865671641791046
53,44.44444444444444,51.865671641791046
54,49.074074074074076,51.865671641791046
55,55.55555555555556,51.865671641791046
56,49.074074074074076,51.865671641791046
57,49.074074074074076,51.865671641791046
58,46.2962962962963,51.865671641791046
59,47.22222222222222,51.865671641791046
60,50.92592592592593,51.865671641791046
61,56.481481481481474,51.865671641791046
62,52.77777777777778,51.865671641791046
63,48.148148148148145,51.865671641791046
64,45.370370370370374,51.865671641791046
65,51.85185185185185,51.865671641791046
66,51.85185185185185,51.865671641791046
67,55.55555555555556,51.865671641791046
68,53.70370370370371,51.865671641791046
69,39.81481481481482,51.865671641791046
70,23.14814814814815,27.425373134328357
71,50.0,51.865671641791046
72,45.370370370370374,51.865671641791046
73,54.629629629629626,51.865671641791046
74,50.0,51.865671641791046
75,49.074074074074076,51.865671641791046
76,39.81481481481482,51.865671641791046
77,48.148148148148145,51.865671641791046
78,44.44444444444444,51.865671641791046
79,53.70370370370371,51.865671641791046
80,51.85185185185185,51.865671641791046
81,50.92592592592593,51.865671641791046
82,52.77777777777778,51.865671641791046
83,54.629629629629626,51.865671641791046
84,50.92592592592593,51.865671641791046
85,52.77777777777778,51.865671641791046
86,54.629629629629626,51.865671641791046
87,50.92592592592593,51.865671641791046
88,52.77777777777778,51.865671641791046
89,49.074074074074076,51.865671641791046
90,58.333333333333336,51.865671641791046
91,48.148148148148145,51.865671641791046
92,52.77777777777778,51.865671641791046
93,47.22222222222222,51.865671641791046
94,50.0,51.865671641791046
95,27.77777777777778,23.88059701492537
96,50.0,51.865671641791046
97,45.370370370370374,51.865671641791046
98,53.70370370370371,51.865671641791046
99,48.148148148148145,51.865671641791046
100,48.148148148148145,51.865671641791046
