;precision;recall;f1-score;support
0;0.7068965517241379;0.44244604316546765;0.5442477876106195;278.0
1;0.5718232044198895;0.8023255813953488;0.667741935483871;258.0
avg / total;0.641879903208287;0.6156716417910447;0.6036908662511026;536.0
;precision;recall;f1-score;support
0;0.7068965517241379;0.44244604316546765;0.5442477876106195;278.0
1;0.5718232044198895;0.8023255813953488;0.667741935483871;258.0
avg / total;0.641879903208287;0.6156716417910447;0.6036908662511026;536.0
;precision;recall;f1-score;support
0;0.7068965517241379;0.44244604316546765;0.5442477876106195;278.0
1;0.5718232044198895;0.8023255813953488;0.667741935483871;258.0
avg / total;0.641879903208287;0.6156716417910447;0.6036908662511026;536.0
;precision;recall;f1-score;support
0;0.7068965517241379;0.44244604316546765;0.5442477876106195;278.0
1;0.5718232044198895;0.8023255813953488;0.667741935483871;258.0
avg / total;0.641879903208287;0.6156716417910447;0.6036908662511026;536.0
;precision;recall;f1-score;support
0;0.7068965517241379;0.44244604316546765;0.5442477876106195;278.0
1;0.5718232044198895;0.8023255813953488;0.667741935483871;258.0
avg / total;0.641879903208287;0.6156716417910447;0.6036908662511026;536.0
;precision;recall;f1-score;support
0;0.7068965517241379;0.44244604316546765;0.5442477876106195;278.0
1;0.5718232044198895;0.8023255813953488;0.667741935483871;258.0
avg / total;0.641879903208287;0.6156716417910447;0.6036908662511026;536.0
;precision;recall;f1-score;support
0;0.7068965517241379;0.44244604316546765;0.5442477876106195;278.0
1;0.5718232044198895;0.8023255813953488;0.667741935483871;258.0
avg / total;0.641879903208287;0.6156716417910447;0.6036908662511026;536.0
	precision	recall	f1-score	support
0	0.7068965517241379	0.44244604316546765	0.5442477876106195	278.0
1	0.5718232044198895	0.8023255813953488	0.667741935483871	258.0
avg / total	0.641879903208287	0.6156716417910447	0.6036908662511026	536.0
	precision	recall	f1-score	support
0	0.7068965517241379	0.44244604316546765	0.5442477876106195	278.0
1	0.5718232044198895	0.8023255813953488	0.667741935483871	258.0
avg / total	0.641879903208287	0.6156716417910447	0.6036908662511026	536.0
-precision-recall-"f1-score"-support
0-0.7068965517241379-0.44244604316546765-0.5442477876106195-278.0
1-0.5718232044198895-0.8023255813953488-0.667741935483871-258.0
avg / total-0.641879903208287-0.6156716417910447-0.6036908662511026-536.0
-precision-recall-"f1-score"-support
0-0.7068965517241379-0.44244604316546765-0.5442477876106195-278.0
1-0.5718232044198895-0.8023255813953488-0.667741935483871-258.0
avg / total-0.641879903208287-0.6156716417910447-0.6036908662511026-536.0
;precision;recall;f1-score;support
0;0.7068965517241379;0.44244604316546765;0.5442477876106195;278.0
1;0.5718232044198895;0.8023255813953488;0.667741935483871;258.0
avg / total;0.641879903208287;0.6156716417910447;0.6036908662511026;536.0
